ArrestID,ArrestDatetime,ArrestType,OfficerRace,OfficerGender,OfficerAge,UCR_CODE,Statute,Description,SubjectRace,SubjectGender,SubjectAge
-115050,4/23/2019,On-View,,,,90Z  ,M15-412,POSSESS / FURN TOBACCO,White,Male,14
-115051,4/23/2019,On-View,,,,90Z  ,M15-412,POSSESS / FURN TOBACCO,White,Female,15
-115053,4/23/2019,On-View,,,,90Z  ,M15-412,POSSESS / FURN TOBACCO,White,Female,15
-115052,4/23/2019,On-View,,,,90Z  ,M15-412,POSSESS / FURN TOBACCO,White,Male,15
-115035,4/23/2019,On-View,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Unknown,Female,65
-115054,4/23/2019,Summoned/Warrant Request,,,,90B  ,M15-410,TRUANCY,White,Male,16
-115036,4/23/2019,On-View,,,,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,63
-115231,4/23/2019,On-View,White,Male,38,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,Black,Male,48
-115231,4/23/2019,On-View,White,Male,38,35A  ,M15-408,POSS/MARIJ,Black,Male,48
-115243,4/23/2019,On-View,White,Male,43,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,13
-115034,4/23/2019,Warrant/Taken into Custody,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,45
-115322,4/23/2019,Summoned/Warrant Request,White,Male,37,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),White,Female,38
-115322,4/23/2019,Summoned/Warrant Request,White,Male,37,26B  ,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),White,Female,38
-115019,4/23/2019,On-View,White,Male,51,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,13
-115024,4/22/2019,On-View,White,Male,29,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,50
-115021,4/22/2019,On-View,White,Male,25,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,40
-115021,4/22/2019,On-View,White,Male,25,35A  ,63-2.402.B.2,POSSESSION OF MARIJUANA,White,Male,40
-115097,4/22/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,53
-115025,4/22/2019,On-View,White,Male,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,25
-115043,4/22/2019,On-View,White,Female,30,90Z  ,M15-702,INTER W/OFF PROC,Black,Male,16
-115022,4/22/2019,On-View,White,Male,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Unknown,Male,16
-115020,4/22/2019,Warrant/Taken into Custody,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,52
-115020,4/22/2019,Warrant/Taken into Custody,White,Male,34,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,52
-115078,4/22/2019,On-View,Black,Male,34,83D  ,CHILDPROTECTCUST,CHILD WELFARE / PROTECTIVE CUSTODY,Black,Male,13
-115016,4/22/2019,On-View,White,Male,26,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),White,Male,55
-115030,4/22/2019,On-View,White,Female,27,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,49
-115017,4/22/2019,On-View,Black,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,15
-115012,4/22/2019,On-View,White,Male,38,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Female,42
-115012,4/22/2019,On-View,White,Male,38,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Female,42
-115012,4/22/2019,On-View,White,Male,38,90Z  ,21-1437,POSSESSION OF BURGLAR IMPLEMENTS (ALL OTHER OFFENSES),White,Female,42
-115012,4/22/2019,On-View,White,Male,38,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),White,Female,42
-115011,4/22/2019,On-View,White,Male,38,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),White,Male,47
-115011,4/22/2019,On-View,White,Male,38,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,47
-115011,4/22/2019,On-View,White,Male,38,35A  ,63-2.401.B,POSSESSION OF CDS W/INTENT,White,Male,47
-115011,4/22/2019,On-View,White,Male,38,90Z  ,21-1437,POSSESSION OF BURGLAR IMPLEMENTS (ALL OTHER OFFENSES),White,Male,47
-115011,4/22/2019,On-View,White,Male,38,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),White,Male,47
-115028,4/22/2019,Summoned/Warrant Request,,,,200,21-1404,ARSON - FOURTH DEGREE,White,Female,14
-115028,4/22/2019,Summoned/Warrant Request,,,,200,21-1404,ARSON - FOURTH DEGREE,White,Female,14
-115028,4/22/2019,Summoned/Warrant Request,,,,200,21-1401,ARSON - FIRST DEGREE,White,Female,14
-115008,4/22/2019,Warrant/Taken into Custody,White,Male,32,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,35
-115023,4/22/2019,On-View,White,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,35
-115026,4/22/2019,On-View,White,Male,32,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,White,Male,23
-115006,4/22/2019,On-View,White,Male,32,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,White,Male,34
-115006,4/22/2019,On-View,White,Male,32,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,34
-115006,4/22/2019,On-View,White,Male,32,90Z  ,47-7.606,FAILURE TO MAINTAIN SECURITY / INSURANCE,White,Male,34
-115006,4/22/2019,On-View,White,Male,32,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,White,Male,34
-115006,4/22/2019,On-View,White,Male,32,87F  ,47-11.402,FAILURE TO YIELD/TURNING LEFT,White,Male,34
-115009,4/22/2019,Warrant/Taken into Custody,Black,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Black,Female,19
-115007,4/22/2019,On-View,White,Male,34,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,28
-114984,4/22/2019,On-View,White,Male,29,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,15
-115018,4/22/2019,On-View,White,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,53
-114986,4/21/2019,On-View,,,,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,20
-115027,4/21/2019,On-View,,,,90Z  ,M15-503,DIST THE PEACE,White,Male,63
-115014,4/21/2019,Summoned/Warrant Request,White,Male,31,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),White,Female,23
-115013,4/21/2019,Summoned/Warrant Request,White,Male,31,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),White,Male,21
-114993,4/21/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Male,45
-114980,4/21/2019,On-View,White,Male,48,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,36
-115029,4/21/2019,Warrant/Taken into Custody,White,Male,31,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,36
-114988,4/21/2019,Warrant/Taken into Custody,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,38
-114989,4/21/2019,Warrant/Taken into Custody,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Native Hawaiian or Other Pacific Islander,Female,37
-114987,4/21/2019,On-View,White,Male,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,39
-114990,4/21/2019,On-View,White,Male,34,90Z  ,M15-702,INTER W/OFF PROC,Native Hawaiian or Other Pacific Islander,Female,37
-114992,4/21/2019,Warrant/Taken into Custody,Black,Male,29,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,52
-114985,4/21/2019,Warrant/Taken into Custody,White,Male,26,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,37
-114985,4/21/2019,Warrant/Taken into Custody,White,Male,26,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,37
-115984,4/21/2019,Summoned/Warrant Request,White,Female,34,11A  ,21-1116,SECOND DEGREE RAPE (FORCIBLE RAPE),Black,Male,43
-114979,4/21/2019,On-View,White,Male,37,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,26
-114975,4/21/2019,On-View,,,,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,White,Female,30
-114959,4/21/2019,Warrant/Taken into Custody,White,Male,25,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,23
-115200,4/21/2019,On-View,White,Male,31,90Z  ,M15-702,INTER W/OFF PROC,Black,Female,16
-115200,4/21/2019,On-View,White,Male,31,90Z  ,M15-412,POSSESS / FURN TOBACCO,Black,Female,16
-115200,4/21/2019,On-View,White,Male,31,35A  ,M15-408,POSS/MARIJ,Black,Female,16
-115200,4/21/2019,On-View,White,Male,31,90B  ,M15-402,CURFEW VIOL,Black,Female,16
-114960,4/21/2019,On-View,White,Male,25,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,27
-115199,4/21/2019,On-View,White,Male,37,90B  ,M15-506,NUISANCE PARTY,White,Male,21
-114971,4/21/2019,On-View,White,Male,32,90D  ,47-11.902.4A,DUI UNDER 21,Asian,Male,19
-114973,4/21/2019,On-View,White,Male,27,90D  ,47-6.1064,DUI-DRIVER UNDER 21,White,Male,21
-114969,4/21/2019,On-View,White,Male,,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,47
-114995,4/21/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Male,41
-114961,4/21/2019,Warrant/Taken into Custody,White,Male,31,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,37
-115197,4/21/2019,On-View,White,Female,30,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,White,Female,20
-115197,4/21/2019,On-View,White,Female,30,35A  ,M15-408,POSS/MARIJ,White,Female,20
-114966,4/20/2019,Warrant/Taken into Custody,White,Male,31,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,53
-114991,4/20/2019,Summoned/Warrant Request,White,Male,32,290,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY),White,Male,19
-114991,4/20/2019,Summoned/Warrant Request,White,Male,32,13B  ,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),White,Male,19
-114962,4/20/2019,Warrant/Taken into Custody,White,Male,29,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Black,Male,16
-114965,4/20/2019,On-View,White,Male,33,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,29
-115015,4/20/2019,Summoned/Warrant Request,Native Hawaiian or Other Pacific Islander,Male,33,26C  ,21-464,FORGING NAME TO PETITION,White,Female,31
-115015,4/20/2019,Summoned/Warrant Request,Native Hawaiian or Other Pacific Islander,Male,33,23C  ,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),White,Female,31
-115015,4/20/2019,Summoned/Warrant Request,Native Hawaiian or Other Pacific Islander,Male,33,26C  ,21-1531.4,FALSE PERSONATION,White,Female,31
-114963,4/20/2019,Warrant/Taken into Custody,White,Female,30,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,51
-114964,4/20/2019,Warrant/Taken into Custody,White,Male,38,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,36
-114964,4/20/2019,Warrant/Taken into Custody,White,Male,38,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,36
-114976,4/20/2019,Summoned/Warrant Request,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,29
-114977,4/20/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),Unknown,Female,32
-114968,4/20/2019,On-View,White,Male,39,35A  ,63-2.402.B.2,POSSESSION OF MARIJUANA,White,Male,47
-114968,4/20/2019,On-View,White,Male,39,35A  ,63-2.402.B.1,POSSESSION OF CDS,White,Male,47
-114968,4/20/2019,On-View,White,Male,39,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Male,47
-114974,4/20/2019,Summoned/Warrant Request,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,47
-114994,4/20/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Female,46
-114982,4/20/2019,On-View,,,,26C  ,21-1531.4,FALSE PERSONATION,Other,Male,32
-114982,4/20/2019,On-View,,,,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Other,Male,32
-114982,4/20/2019,On-View,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),Other,Male,32
-114972,4/20/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,24
-114967,4/20/2019,Warrant/Taken into Custody,White,Male,33,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,36
-114978,4/20/2019,On-View,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),White,Male,20
-114955,4/20/2019,Warrant/Taken into Custody,White,Male,26,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,48
-114956,4/20/2019,Warrant/Taken into Custody,White,Male,26,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,38
-115198,4/20/2019,On-View,,,,90J  ,M15-605,TRESPASSING,Black,Male,33
-115198,4/20/2019,On-View,,,,290,M15-602,MOLESTING PROP,Black,Male,33
-114958,4/20/2019,On-View,White,Male,50,240,21-1720,LARCENY OF AUTO,White,Female,35
-114945,4/20/2019,On-View,White,Male,32,87F  ,47-12.201,FAILURE TO DISPLAY HEADLIGHTS,White,Female,39
-114945,4/20/2019,On-View,White,Male,32,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,White,Female,39
-114939,4/20/2019,On-View,White,Male,34,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),Asian,Male,39
-115003,4/20/2019,On-View,White,Male,50,90B  ,M15-506,NUISANCE PARTY,White,Male,21
-114981,4/20/2019,Summoned/Warrant Request,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),White,Male,27
-115005,4/19/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,26
-114943,4/19/2019,On-View,White,Male,35,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,31
-114949,4/19/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,65
-114944,4/19/2019,Warrant/Taken into Custody,White,Male,39,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,35
-114950,4/19/2019,On-View,White,Male,31,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,37
-114970,4/19/2019,On-View,Black,Male,34,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,16
-114937,4/19/2019,Warrant/Taken into Custody,,,,13B  ,21-642,BATTERY (SIMPLE ASSAULT),White,Male,41
-114940,4/19/2019,On-View,White,Male,48,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,50
-114951,4/19/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),American Indian or Alaskan Native,Female,23
-114946,4/19/2019,On-View,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),Black,Female,36
-114946,4/19/2019,On-View,White,Male,34,88A  ,CWARR,WARRANT-CLEV COUNTY,Black,Female,36
-114948,4/19/2019,On-View,White,Male,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,17
-114952,4/19/2019,Summoned/Warrant Request,,,,84E  ,M10-601,ADOPTION OF THE 2003 INTERNATIONAL PROPERTY MAINTENANCE CODE,Black,Male,61
-114947,4/19/2019,Warrant/Taken into Custody,White,Male,36,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,27
-114933,4/19/2019,Summoned/Warrant Request,Black,Male,31,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),White,Female,16
-114932,4/19/2019,Summoned/Warrant Request,Black,Male,31,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),White,Male,15
-114934,4/19/2019,Summoned/Warrant Request,,,,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),White,Male,24
-114936,4/19/2019,Warrant/Taken into Custody,,,,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,White,Female,49
-114935,4/19/2019,Warrant/Taken into Custody,,,,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,White,Male,62
-114941,4/19/2019,On-View,American Indian or Alaskan Native,Male,41,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,59
-114938,4/19/2019,On-View,White,Male,48,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),White,Male,36
-114928,4/19/2019,On-View,,,,90J  ,M15-605,TRESPASSING,Black,Male,27
-114922,4/18/2019,On-View,White,Male,51,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),White,Male,53
-114924,4/18/2019,On-View,,,,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),White,Female,29
-114927,4/18/2019,On-View,White,Male,43,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,17
-114929,4/18/2019,On-View,White,Female,28,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,White,Male,35
-114925,4/18/2019,Warrant/Taken into Custody,,,,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,34
-114925,4/18/2019,Warrant/Taken into Custody,,,,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,34
-114930,4/18/2019,On-View,,,,90J  ,M15-605,TRESPASSING,White,Female,24
-114930,4/18/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,24
-115042,4/18/2019,Summoned/Warrant Request,White,Male,33,90Z  ,47-4.106,FALSE REPORT OF VEHICLE THEFT,White,Male,35
-114926,4/18/2019,On-View,White,Male,29,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,17
-114923,4/18/2019,On-View,White,Male,26,240,21-1720,LARCENY OF AUTO,White,Female,34
-114931,4/18/2019,On-View,White,Female,54,90Z  ,M3-211,PET LICENSE REQUIRED,White,Female,39
-114931,4/18/2019,On-View,White,Female,54,90Z  ,M3-404,RABIES VACC / SHOTS,White,Female,39
-114953,4/18/2019,Summoned/Warrant Request,White,Male,,90Z  ,M15-702,INTER W/OFF PROC,White,Male,61
-114957,4/18/2019,Summoned/Warrant Request,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),Black,Female,16
-114912,4/18/2019,Warrant/Taken into Custody,White,Male,36,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,34
-114910,4/18/2019,Summoned/Warrant Request,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),White,Female,22
-114903,4/18/2019,On-View,White,Male,56,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),White,Male,23
-114908,4/17/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,20
-114913,4/17/2019,On-View,White,Male,39,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,26
-114906,4/17/2019,Warrant/Taken into Custody,White,Female,27,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,41
-114906,4/17/2019,Warrant/Taken into Custody,White,Female,27,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,41
-114915,4/17/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,41
-114907,4/17/2019,On-View,White,Female,39,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Unknown,Female,54
-114919,4/17/2019,Summoned/Warrant Request,White,Female,44,90Z  ,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,White,Male,36
-114905,4/17/2019,Warrant/Taken into Custody,White,Male,49,88A  ,CWARR,WARRANT-CLEV COUNTY,Black,Male,30
-114916,4/17/2019,On-View,White,Male,39,90B  ,M15-410,TRUANCY,Black,Male,17
-114918,4/17/2019,Summoned/Warrant Request,White,Female,36,90B  ,M15-410,TRUANCY,White,Male,15
-114917,4/17/2019,Summoned/Warrant Request,White,Female,36,90B  ,M15-410,TRUANCY,White,Female,16
-114904,4/17/2019,Summoned/Warrant Request,White,Male,36,13B  ,21-644.H,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD (SIMPLE ASSAULT),White,Male,37
-114898,4/17/2019,Warrant/Taken into Custody,White,Male,36,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,35
-114914,4/17/2019,On-View,Black,Male,34,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Black,Female,14
-114899,4/17/2019,Warrant/Taken into Custody,White,Male,37,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Female,20
-114899,4/17/2019,Warrant/Taken into Custody,White,Male,37,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,20
-114884,4/17/2019,On-View,White,Male,32,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,33
-114884,4/17/2019,On-View,White,Male,32,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,White,Female,33
-114881,4/17/2019,On-View,White,Male,56,13A  ,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,Black,Male,55
-114881,4/17/2019,On-View,White,Male,56,13C  ,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,Black,Male,55
-114892,4/16/2019,On-View,,,,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Black,Male,27
-114882,4/16/2019,On-View,White,Male,28,90E  ,37-8,PUBLIC INTOXICATION,White,Male,57
-114883,4/16/2019,On-View,White,Male,28,90E  ,37-8,PUBLIC INTOXICATION,White,Female,57
-114893,4/16/2019,On-View,White,Male,28,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,22
-114894,4/16/2019,On-View,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,29
-114888,4/16/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,40
-114887,4/16/2019,Warrant/Taken into Custody,,,,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,32
-114878,4/16/2019,On-View,White,Male,34,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Black,Female,15
-114886,4/16/2019,Warrant/Taken into Custody,White,Male,29,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Male,37
-114911,4/16/2019,Warrant/Taken into Custody,White,Male,38,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,26
-114870,4/16/2019,Warrant/Taken into Custody,White,Male,36,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,37
-114871,4/16/2019,Warrant/Taken into Custody,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,25
-114871,4/16/2019,Warrant/Taken into Custody,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,25
-114859,4/16/2019,On-View,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,23
-114864,4/16/2019,On-View,White,Male,51,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,Black,Male,22
-114857,4/16/2019,On-View,White,Male,34,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),White,Male,28
-114866,4/16/2019,Warrant/Taken into Custody,White,Male,32,88A  ,CWARR,WARRANT-CLEV COUNTY,White,Female,37
-114996,4/16/2019,On-View,White,Male,31,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,White,Female,31
-114860,4/15/2019,On-View,White,Male,32,88A  ,CWARR,WARRANT-CLEV COUNTY,American Indian or Alaskan Native,Male,22
-114863,4/15/2019,Warrant/Taken into Custody,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,17
-114889,4/15/2019,On-View,White,Male,25,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,60
-114879,4/15/2019,Warrant/Taken into Custody,,,,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,47
-114861,4/15/2019,Warrant/Taken into Custody,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,30
-114861,4/15/2019,Warrant/Taken into Custody,White,Male,34,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Male,30
-114861,4/15/2019,Warrant/Taken into Custody,White,Male,34,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,White,Male,30
-114849,4/15/2019,On-View,White,Male,29,13B  ,21-649,ASSAULT AND BATTERY ON A POLICE OFFICER (SIMPLE ASSAULT),White,Female,15
-114849,4/15/2019,On-View,White,Male,29,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),White,Female,15
-114849,4/15/2019,On-View,White,Male,29,90Z  ,21-267,INTERFERRING WITH AN OFFICER (ALL OTHER OFFENSES),White,Female,15
-114900,4/15/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,48
-114897,4/15/2019,On-View,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),Black,Male,30
-114862,4/15/2019,Warrant/Taken into Custody,,,,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),White,Male,45
-114896,4/15/2019,Summoned/Warrant Request,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),White,Female,33
-114865,4/15/2019,On-View,Native Hawaiian or Other Pacific Islander,Male,33,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Female,15
-114846,4/15/2019,On-View,White,Male,34,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,White,Male,22
-114999,4/15/2019,On-View,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),White,Female,62
-114858,4/15/2019,Summoned/Warrant Request,White,Male,32,90Z  ,21-267,INTERFERRING WITH AN OFFICER (ALL OTHER OFFENSES),White,Male,23
