CaseID,ReportedDate,OfficerRace,OfficerGender,OfficerAge,UCR_CODE,Statute,Description,BaisMotivation,SubjectRole,SubjectRace,SubjectGender,SubjectAge
-339651,6/2/2019,White,Male,32,90E  ,37-8,PUBLIC INTOXICATION,No Bias,Suspect,American Indian or Alaskan Native,Male,38
-339651,6/2/2019,White,Male,32,120,21-791,ROBBERY,No Bias,Suspect,American Indian or Alaskan Native,Male,38
-339650,6/2/2019,White,Male,28,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,White,Female,32
-339650,6/2/2019,White,Male,28,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,White,Female,32
-339650,6/2/2019,White,Male,28,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,White,Female,32
-339650,6/2/2019,White,Male,28,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,White,Female,32
-339650,6/2/2019,White,Male,28,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,White,Male,30
-339650,6/2/2019,White,Male,28,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,White,Male,30
-339650,6/2/2019,White,Male,28,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,White,Male,30
-339650,6/2/2019,White,Male,28,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,White,Male,30
-339654,6/2/2019,Black,Male,30,88A  ,CWARR,WARRANT-CLEV COUNTY,No Bias,Suspect,White,Male,38
-339657,6/2/2019,White,Male,29,26B  ,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),No Bias,Victim,White,Male,22
-339657,6/2/2019,White,Male,29,26B  ,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),No Bias,Suspect,White,Male,42
-339658,6/2/2019,White,Male,34,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,White,Male,30
-339662,6/2/2019,White,Male,29,90I  ,RUNAWA,RUNAWAY,No Bias,Suspect,White,Male,18
-339662,6/2/2019,White,Male,29,90I  ,RUNAWA,RUNAWAY,No Bias,Reporting Person,Black,Male,43
-339667,6/2/2019,,,,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,Other,Male,
-339667,6/2/2019,,,,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Suspect,Unknown,Unknown,
-339659,6/2/2019,Asian,Male,28,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,White,Male,34
-339668,6/2/2019,White,Male,31,86P  ,UNATDTH,UNATTENDED / ATTENDED DEATH,No Bias,Victim,White,Female,90
-339668,6/2/2019,White,Male,31,86P  ,UNATDTH,UNATTENDED / ATTENDED DEATH,No Bias,Reporting Person,White,Male,55
-339668,6/2/2019,White,Male,31,86P  ,UNATDTH,UNATTENDED / ATTENDED DEATH,No Bias,Other,White,Female,40
-339655,6/2/2019,,,,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,Black,Male,20
-339663,6/2/2019,White,Male,29,88A  ,CWARR,WARRANT-CLEV COUNTY,No Bias,Suspect,White,Female,16
-339663,6/2/2019,White,Male,29,88A  ,CWARR,WARRANT-CLEV COUNTY,No Bias,Reporting Person,White,Female,
-339663,6/2/2019,White,Male,29,88A  ,CWARR,WARRANT-CLEV COUNTY,No Bias,Other,Unknown,Male,
-339660,6/2/2019,White,Male,31,88C  ,OWARR,WARRANT-OTHER,No Bias,Suspect,White,Male,26
-339701,6/2/2019,White,Female,30,23H  ,M15-603,PETTY LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,31
-339652,6/2/2019,White,Male,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,76
-340326,6/2/2019,White,Male,37,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Victim,White,Male,20
-340326,6/2/2019,White,Male,37,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Suspect,White,Male,
-340326,6/2/2019,White,Male,37,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Other,White,Male,31
-339678,6/3/2019,,,,90Z  ,M15-407,INDECENT EXPOSURE,No Bias,Suspect,White,Male,36
-339678,6/3/2019,,,,90Z  ,M15-407,INDECENT EXPOSURE,No Bias,Reporting Person,White,Female,61
-339656,6/3/2019,White,Male,31,88C  ,OWARR,WARRANT-OTHER,No Bias,Suspect,White,Female,68
-339661,6/3/2019,White,Male,56,86P  ,UNATDTH,UNATTENDED / ATTENDED DEATH,No Bias,Victim,Black,Male,49
-339661,6/3/2019,White,Male,56,86P  ,UNATDTH,UNATTENDED / ATTENDED DEATH,No Bias,Other,Black,Female,46
-339715,6/3/2019,White,Female,27,13B  ,21-644.F,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD,No Bias,Witness,White,Female,
-339715,6/3/2019,White,Female,27,13B  ,21-644.E,DOMESTIC ABUSE AGAINST A PREGNANT WOMAN (SIMPLE ASSAULT),No Bias,Witness,White,Female,
-339715,6/3/2019,White,Female,27,13B  ,21-644.F,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD,No Bias,Victim,White,Female,31
-339715,6/3/2019,White,Female,27,13B  ,21-644.E,DOMESTIC ABUSE AGAINST A PREGNANT WOMAN (SIMPLE ASSAULT),No Bias,Victim,White,Female,31
-339715,6/3/2019,White,Female,27,13B  ,21-644.F,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD,No Bias,Victim,American Indian or Alaskan Native,Female,9
-339715,6/3/2019,White,Female,27,13B  ,21-644.E,DOMESTIC ABUSE AGAINST A PREGNANT WOMAN (SIMPLE ASSAULT),No Bias,Victim,American Indian or Alaskan Native,Female,9
-339715,6/3/2019,White,Female,27,13B  ,21-644.F,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD,No Bias,Suspect,American Indian or Alaskan Native,Male,32
-339715,6/3/2019,White,Female,27,13B  ,21-644.E,DOMESTIC ABUSE AGAINST A PREGNANT WOMAN (SIMPLE ASSAULT),No Bias,Suspect,American Indian or Alaskan Native,Male,32
-339715,6/3/2019,White,Female,27,13B  ,21-644.F,DOMESTIC ABUSE IN PRESENCE OF MINOR CHILD,No Bias,Other,White,Female,48
-339715,6/3/2019,White,Female,27,13B  ,21-644.E,DOMESTIC ABUSE AGAINST A PREGNANT WOMAN (SIMPLE ASSAULT),No Bias,Other,White,Female,48
-339692,6/3/2019,White,Male,34,240,21-1720,LARCENY OF AUTO,No Bias,Victim,White,Male,29
-339692,6/3/2019,White,Male,34,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Male,29
-339692,6/3/2019,White,Male,34,90Z  ,21-454,DESTROYING EVIDENCE,No Bias,Victim,White,Male,29
-339692,6/3/2019,White,Male,34,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Victim,White,Male,29
-339692,6/3/2019,White,Male,34,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Victim,White,Male,29
-339692,6/3/2019,White,Male,34,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Victim,White,Male,29
-339692,6/3/2019,White,Male,34,90Z  ,47-4.103,"UNAUTHORIZED RECEIPT, POSSESSION, CONCEALMENT, SALE, OR DISPOSSESSION OF VEHICLE OR IMPLEMENT OF HUSBANDRY",No Bias,Victim,White,Male,29
-339692,6/3/2019,White,Male,34,240,21-1720,LARCENY OF AUTO,No Bias,Victim,White,Female,28
-339692,6/3/2019,White,Male,34,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Female,28
-339692,6/3/2019,White,Male,34,90Z  ,21-454,DESTROYING EVIDENCE,No Bias,Victim,White,Female,28
-339692,6/3/2019,White,Male,34,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Victim,White,Female,28
-339692,6/3/2019,White,Male,34,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Victim,White,Female,28
-339692,6/3/2019,White,Male,34,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Victim,White,Female,28
-339692,6/3/2019,White,Male,34,90Z  ,47-4.103,"UNAUTHORIZED RECEIPT, POSSESSION, CONCEALMENT, SALE, OR DISPOSSESSION OF VEHICLE OR IMPLEMENT OF HUSBANDRY",No Bias,Victim,White,Female,28
-339692,6/3/2019,White,Male,34,240,21-1720,LARCENY OF AUTO,No Bias,Suspect,White,Male,24
-339692,6/3/2019,White,Male,34,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Suspect,White,Male,24
-339692,6/3/2019,White,Male,34,90Z  ,21-454,DESTROYING EVIDENCE,No Bias,Suspect,White,Male,24
-339692,6/3/2019,White,Male,34,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,White,Male,24
-339692,6/3/2019,White,Male,34,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,White,Male,24
-339692,6/3/2019,White,Male,34,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Suspect,White,Male,24
-339692,6/3/2019,White,Male,34,90Z  ,47-4.103,"UNAUTHORIZED RECEIPT, POSSESSION, CONCEALMENT, SALE, OR DISPOSSESSION OF VEHICLE OR IMPLEMENT OF HUSBANDRY",No Bias,Suspect,White,Male,24
-339692,6/3/2019,White,Male,34,240,21-1720,LARCENY OF AUTO,No Bias,Other,White,Male,21
-339692,6/3/2019,White,Male,34,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Other,White,Male,21
-339692,6/3/2019,White,Male,34,90Z  ,21-454,DESTROYING EVIDENCE,No Bias,Other,White,Male,21
-339692,6/3/2019,White,Male,34,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Other,White,Male,21
-339692,6/3/2019,White,Male,34,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Other,White,Male,21
-339692,6/3/2019,White,Male,34,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Other,White,Male,21
-339692,6/3/2019,White,Male,34,90Z  ,47-4.103,"UNAUTHORIZED RECEIPT, POSSESSION, CONCEALMENT, SALE, OR DISPOSSESSION OF VEHICLE OR IMPLEMENT OF HUSBANDRY",No Bias,Other,White,Male,21
-339692,6/3/2019,White,Male,34,240,21-1720,LARCENY OF AUTO,No Bias,Other,White,Male,20
-339692,6/3/2019,White,Male,34,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Other,White,Male,20
-339692,6/3/2019,White,Male,34,90Z  ,21-454,DESTROYING EVIDENCE,No Bias,Other,White,Male,20
-339692,6/3/2019,White,Male,34,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Other,White,Male,20
-339692,6/3/2019,White,Male,34,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Other,White,Male,20
-339692,6/3/2019,White,Male,34,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Other,White,Male,20
-339692,6/3/2019,White,Male,34,90Z  ,47-4.103,"UNAUTHORIZED RECEIPT, POSSESSION, CONCEALMENT, SALE, OR DISPOSSESSION OF VEHICLE OR IMPLEMENT OF HUSBANDRY",No Bias,Other,White,Male,20
-339751,6/3/2019,White,Female,27,11D  ,21-1123.B,SEXUAL BATTERY,No Bias,Victim,White,Female,51
-339751,6/3/2019,White,Female,27,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Victim,White,Female,51
-339751,6/3/2019,White,Female,27,11D  ,21-1123.B,SEXUAL BATTERY,No Bias,Suspect,White,Male,
-339751,6/3/2019,White,Female,27,13B  ,21-642,BATTERY (SIMPLE ASSAULT),No Bias,Suspect,White,Male,
-339686,6/3/2019,White,Male,50,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,44
-339687,6/3/2019,White,Male,37,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,White,Male,29
-339710,6/3/2019,White,Male,48,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Other,White,Female,55
-339710,6/3/2019,White,Male,48,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Other,White,Male,27
-339685,6/3/2019,White,Male,32,88A  ,CWARR,WARRANT-CLEV COUNTY,No Bias,Suspect,White,Male,34
-339708,6/3/2019,White,Male,31,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Reporting Person,White,Male,38
-339705,6/3/2019,White,Male,28,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Victim,Black,Male,37
-339705,6/3/2019,White,Male,28,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Suspect,Unknown,Unknown,
-339684,6/3/2019,White,Male,36,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Reporting Person,White,Female,58
-339684,6/3/2019,White,Male,36,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Other,White,Male,65
-339684,6/3/2019,White,Male,36,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Other,White,Male,46
-339704,6/3/2019,,,,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,Black,Female,19
-339709,6/3/2019,,,,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,Black,Male,68
-339700,6/3/2019,White,Male,29,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Male,70
-339733,6/3/2019,,,,90J  ,M15-605,TRESPASSING,No Bias,Suspect,White,Female,49
-339733,6/3/2019,,,,90J  ,M15-605,TRESPASSING,No Bias,Reporting Person,White,Male,27
-339688,6/3/2019,White,Male,38,88A  ,CWARR,WARRANT-CLEV COUNTY,No Bias,Victim,White,Female,40
-339688,6/3/2019,White,Male,38,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Victim,White,Female,40
-339688,6/3/2019,White,Male,38,88A  ,CWARR,WARRANT-CLEV COUNTY,No Bias,Suspect,White,Male,49
-339688,6/3/2019,White,Male,38,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,White,Male,49
-339769,6/3/2019,White,Male,42,88A  ,CWARR,WARRANT-CLEV COUNTY,No Bias,Suspect,White,Female,27
-339729,6/3/2019,,,,90Z  ,M15-503,DIST THE PEACE,No Bias,Suspect,White,Male,47
-339729,6/3/2019,,,,90Z  ,M15-503,DIST THE PEACE,No Bias,Complainant,White,Male,63
-339736,6/3/2019,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),No Bias,Victim,White,Male,23
-339736,6/3/2019,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),No Bias,Suspect,White,Male,19
-339693,6/3/2019,White,Male,31,86R  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (RECOVERY FROM OTHER AGENCY),No Bias,Victim,White,Male,18
-339693,6/3/2019,White,Male,31,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Male,18
-339693,6/3/2019,White,Male,31,86R  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (RECOVERY FROM OTHER AGENCY),No Bias,Victim,White,Female,40
-339693,6/3/2019,White,Male,31,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,40
-339693,6/3/2019,White,Male,31,86R  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (RECOVERY FROM OTHER AGENCY),No Bias,Suspect,White,Female,31
-339693,6/3/2019,White,Male,31,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),No Bias,Suspect,White,Female,31
-339693,6/3/2019,White,Male,31,86R  ,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV (RECOVERY FROM OTHER AGENCY),No Bias,Reporting Person,White,Female,40
-339693,6/3/2019,White,Male,31,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),No Bias,Reporting Person,White,Female,40
-339712,6/3/2019,White,Male,38,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,No Bias,Suspect,White,Male,39
-339689,6/3/2019,White,Male,26,23C  ,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),No Bias,Witness,White,Male,25
-339689,6/3/2019,White,Male,26,23C  ,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),No Bias,Suspect,White,Male,22
-339689,6/3/2019,White,Male,26,23C  ,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),No Bias,Reporting Person,White,Male,50
-339732,6/3/2019,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),No Bias,Victim,Black,Female,17
-339732,6/3/2019,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),No Bias,Victim,Black,Female,
-339732,6/3/2019,,,,13B  ,M15-501,ASSAULT & BATTERY (SIMPLE ASSAULT),No Bias,Suspect,Black,Male,56
-339706,6/3/2019,Asian,Male,28,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,White,Female,52
-339702,6/3/2019,White,Female,30,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,52
-339703,6/3/2019,White,Male,28,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,White,Female,49
-339691,6/3/2019,White,Male,29,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Victim,White,Female,56
-339691,6/3/2019,White,Male,29,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Suspect,White,Female,34
-339711,6/3/2019,White,Male,26,90E  ,M15-302,PUBLIC INTOX / CONSUMING INTOX BEV - SPIRTS,No Bias,Suspect,White,Female,28
-339690,6/3/2019,White,Male,27,200,21-1404,ARSON - FOURTH DEGREE,No Bias,Victim,White,Male,35
-339690,6/3/2019,White,Male,27,200,21-1404,ARSON - FOURTH DEGREE,No Bias,Suspect,White,Male,34
-339690,6/3/2019,White,Male,27,200,21-1404,ARSON - FOURTH DEGREE,No Bias,Other,White,Male,31
-339690,6/3/2019,White,Male,27,200,21-1404,ARSON - FOURTH DEGREE,No Bias,Other,White,Female,36
-339690,6/3/2019,White,Male,27,200,21-1404,ARSON - FOURTH DEGREE,No Bias,Other,White,Male,58
-339752,6/4/2019,White,Male,31,86S  ,LOSTPROP,LOST PROPERTY,No Bias,Victim,Black,Female,53
-339754,6/4/2019,White,Male,34,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Female,30
-339754,6/4/2019,White,Male,34,23F  ,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",No Bias,Victim,White,Female,30
-339754,6/4/2019,White,Male,34,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Victim,White,Female,30
-339757,6/4/2019,White,Male,36,23F  ,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",No Bias,Victim,White,Male,31
-339757,6/4/2019,White,Male,36,23F  ,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",No Bias,Suspect,Unknown,Unknown,
-339741,6/4/2019,White,Male,34,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Suspect,White,Male,36
-339741,6/4/2019,White,Male,34,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Suspect,White,Male,
-339741,6/4/2019,White,Male,34,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Reporting Person,White,Male,31
-339741,6/4/2019,White,Male,34,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Reporting Person,White,Male,47
-339741,6/4/2019,White,Male,34,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Reporting Person,White,Male,64
-339741,6/4/2019,White,Male,34,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Reporting Person,White,Male,
-339741,6/4/2019,White,Male,34,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Other,White,Female,35
-339741,6/4/2019,White,Male,34,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Other,White,Male,50
-339927,6/4/2019,White,Female,27,290,DAMAGEDPROP,DAMAGED PROPERTY,No Bias,Victim,Other,Female,49
-339927,6/4/2019,White,Female,27,290,DAMAGEDPROP,DAMAGED PROPERTY,No Bias,Reporting Person,White,Female,31
-339734,6/4/2019,White,Male,36,83B  ,MISPER,MISSING PERSON,No Bias,Suspect,White,Male,
-339734,6/4/2019,White,Male,36,83B  ,MISPER,MISSING PERSON,No Bias,Reporting Person,White,Female,61
-339734,6/4/2019,White,Male,36,83B  ,MISPER,MISSING PERSON,No Bias,Reporting Person,White,Male,64
-339734,6/4/2019,White,Male,36,83B  ,MISPER,MISSING PERSON,No Bias,Missing Person,White,Female,25
-340445,6/4/2019,White,Male,36,250,21-1577,FORGERY -COUNTERFEIT -- NOTES/CHECKS/BILLS/DRAFTS,No Bias,Victim,White,Male,74
-340445,6/4/2019,White,Male,36,23F  ,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",No Bias,Victim,White,Male,74
-340445,6/4/2019,White,Male,36,250,21-1577,FORGERY -COUNTERFEIT -- NOTES/CHECKS/BILLS/DRAFTS,No Bias,Victim,White,Female,75
-340445,6/4/2019,White,Male,36,23F  ,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",No Bias,Victim,White,Female,75
-340445,6/4/2019,White,Male,36,250,21-1577,FORGERY -COUNTERFEIT -- NOTES/CHECKS/BILLS/DRAFTS,No Bias,Suspect,Unknown,Unknown,
-340445,6/4/2019,White,Male,36,23F  ,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",No Bias,Suspect,Unknown,Unknown,
-339758,6/4/2019,White,Male,29,26C  ,21-1501,SECURING CREDIT FRAUDENTLY (IMPERSONATION),No Bias,Victim,White,Female,56
-339764,6/4/2019,,,,23G  ,21-51.3,PETIT LARCENY AFCF  (THEFT OR MOTOR VEHICLE PARTS OR ACCESSORIES),No Bias,Victim,White,Female,69
-339740,6/4/2019,,,,90Z  ,21-540.A.B,ELUDING A PEACE OFFICER - ENDANGER ANY OTHER PERSON,No Bias,Victim,White,Male,71
-339740,6/4/2019,,,,240,21-1720,LARCENY OF AUTO,No Bias,Victim,White,Male,71
-339740,6/4/2019,,,,90Z  ,21-540.A.B,ELUDING A PEACE OFFICER - ENDANGER ANY OTHER PERSON,No Bias,Suspect,Other,Male,26
-339740,6/4/2019,,,,240,21-1720,LARCENY OF AUTO,No Bias,Suspect,Other,Male,26
-339716,6/4/2019,White,Male,31,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Witness,White,Female,22
-339716,6/4/2019,White,Male,31,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Witness,White,Female,22
-339716,6/4/2019,White,Male,31,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Suspect,White,Male,54
-339716,6/4/2019,White,Male,31,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Suspect,White,Male,54
-339716,6/4/2019,White,Male,31,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Suspect,White,Female,49
-339716,6/4/2019,White,Male,31,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Suspect,White,Female,49
-339724,6/4/2019,White,Female,39,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,White,Male,23
-339876,6/4/2019,White,Female,54,90Z  ,M3-211,PET LICENSE REQUIRED,No Bias,Suspect,White,Female,42
-339876,6/4/2019,White,Female,54,90Z  ,M3-404,RABIES VACC / SHOTS,No Bias,Suspect,White,Female,42
-339876,6/4/2019,White,Female,54,90Z  ,M3-405,NUMBER OF DOGS AND/OR CATS ALLOWED,No Bias,Suspect,White,Female,42
-339725,6/4/2019,White,Female,27,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Suspect,Unknown,Male,45
-339725,6/4/2019,White,Female,27,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Reporting Person,White,Male,36
-339763,6/4/2019,White,Male,34,23H  ,21-1705,GRAND LARCENY (ALL OTHER LARCENY),No Bias,Reporting Person,White,Male,56
-339852,6/4/2019,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),No Bias,Suspect,White,Female,17
-339852,6/4/2019,,,,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),No Bias,Reporting Person,White,Female,25
-339907,6/4/2019,,,,23F  ,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",No Bias,Victim,White,Male,23
-339722,6/4/2019,White,Female,39,26A  ,21-1545,USING FALSE CHECK (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Suspect,Other,Male,
-339722,6/4/2019,White,Female,39,26A  ,21-1545,USING FALSE CHECK (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Suspect,Other,Male,23
-339722,6/4/2019,White,Female,39,26A  ,21-1545,USING FALSE CHECK (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Suspect,Unknown,Male,
-339722,6/4/2019,White,Female,39,26A  ,21-1545,USING FALSE CHECK (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Reporting Person,Other,Female,25
-339718,6/4/2019,White,Male,28,88B  ,MWARR,WARRANT-MUNICIPAL (NORMAN),No Bias,Suspect,White,Female,26
-339845,6/4/2019,,,,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Witness,White,Male,55
-339845,6/4/2019,,,,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Witness,White,Female,39
-339845,6/4/2019,,,,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Victim,Unknown,Female,51
-339845,6/4/2019,,,,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Suspect,White,Female,39
-339845,6/4/2019,,,,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Suspect,White,Male,50
-339845,6/4/2019,,,,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Other,Unknown,Male,
-339735,6/4/2019,White,Male,29,90I  ,RUNAWA,RUNAWAY,No Bias,Suspect,Black,Male,13
