CaseID,ReportedDate,OfficerRace,OfficerGender,OfficerAge,UCR_CODE,Statute,Description,BaisMotivation,SubjectRole,SubjectRace,SubjectGender,SubjectAge
-330004,9/4/2018,White,Male,47,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Other,White,Female,64
-330023,9/4/2018,White,Male,31,35A  ,M15-408,POSS/MARIJ,No Bias,Reporting Person,Unknown,Female,31
-330023,9/4/2018,White,Male,31,90Z  ,M15-412,POSSESS / FURN TOBACCO,No Bias,Suspect,White,Male,16
-330023,9/4/2018,White,Male,31,35A  ,M15-408,POSS/MARIJ,No Bias,Suspect,White,Male,16
-330023,9/4/2018,White,Male,31,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,No Bias,Suspect,White,Male,16
-330023,9/4/2018,White,Male,31,90Z  ,M15-702,INTER W/OFF PROC,No Bias,Suspect,White,Male,16
-330023,9/4/2018,White,Male,31,90B  ,M15-410,TRUANCY,No Bias,Suspect,White,Male,16
-330023,9/4/2018,White,Male,31,90Z  ,M15-412,POSSESS / FURN TOBACCO,No Bias,Reporting Person,Unknown,Female,31
-330023,9/4/2018,White,Male,31,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,No Bias,Reporting Person,Unknown,Female,31
-330023,9/4/2018,White,Male,31,90Z  ,M15-702,INTER W/OFF PROC,No Bias,Reporting Person,Unknown,Female,31
-330023,9/4/2018,White,Male,31,90B  ,M15-410,TRUANCY,No Bias,Reporting Person,Unknown,Female,31
-330023,9/4/2018,White,Male,31,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),No Bias,Reporting Person,Unknown,Female,31
-330023,9/4/2018,White,Male,31,23C  ,M15-603,PETTY LARCENY (SHOPLIFTING),No Bias,Suspect,White,Male,16
-330029,9/4/2018,White,Male,45,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Male,75
-330286,9/4/2018,American Indian or Alaskan Native,Male,40,290,DAMAGEDPROP,DAMAGED PROPERTY,No Bias,Victim,White,Male,37
-330286,9/4/2018,American Indian or Alaskan Native,Male,40,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Male,37
-329979,9/4/2018,White,Female,50,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Victim,White,Male,39
-329996,9/4/2018,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,17
-329998,9/4/2018,White,Male,31,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Female,34
-330001,9/4/2018,White,Male,32,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Reporting Person,White,Male,37
-330001,9/4/2018,White,Male,32,240,21-1720,LARCENY OF AUTO,No Bias,Reporting Person,White,Male,37
-330001,9/4/2018,White,Male,32,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Reporting Person,White,Male,37
-330002,9/4/2018,White,Male,29,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Male,24
-330061,9/4/2018,White,Male,29,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Female,32
-330170,9/4/2018,White,Male,28,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Female,20
-330170,9/4/2018,White,Male,28,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Suspect,White,Female,
-330015,9/4/2018,Asian,Male,27,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),No Bias,Victim,White,Male,59
-330015,9/4/2018,Asian,Male,27,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),No Bias,Victim,White,Male,39
-330015,9/4/2018,Asian,Male,27,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),No Bias,Reporting Person,White,Male,30
-330015,9/4/2018,Asian,Male,27,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),No Bias,Suspect,White,Male,35
-330273,9/4/2018,White,Male,53,26A  ,21-1541.1,ATTEMPT / OBTAIN PROPERTY BY FALSE PRETENSE <$500,No Bias,Suspect,White,Female,29
-330273,9/4/2018,White,Male,53,26A  ,21-1541.1,ATTEMPT / OBTAIN PROPERTY BY FALSE PRETENSE <$500,No Bias,Victim,White,Male,29
-330273,9/4/2018,White,Male,53,26A  ,21-1541.1,ATTEMPT / OBTAIN PROPERTY BY FALSE PRETENSE <$500,No Bias,Witness,White,Female,
-330180,9/4/2018,White,Male,32,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,No Bias,Suspect,White,Male,39
-330008,9/4/2018,White,Male,28,26B  ,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),No Bias,Reporting Person,White,Female,29
-330008,9/4/2018,White,Male,28,26B  ,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),No Bias,Witness,White,Female,29
-330008,9/4/2018,White,Male,28,26B  ,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),No Bias,Suspect,White,Male,
-330008,9/4/2018,White,Male,28,26B  ,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),No Bias,Suspect,White,Male,
-330008,9/4/2018,White,Male,28,26B  ,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),No Bias,Suspect,White,Male,
-330017,9/4/2018,White,Female,39,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Suspect,Unknown,Female,
-330017,9/4/2018,White,Female,39,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Male,28
-330013,9/4/2018,White,Female,39,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Suspect,White,Male,19
-330013,9/4/2018,White,Female,39,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,19
-330007,9/4/2018,White,Male,28,90Z  ,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,No Bias,Suspect,White,Male,28
-330007,9/4/2018,White,Male,28,90Z  ,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,No Bias,Victim,White,Female,27
-330036,9/4/2018,White,Male,29,23H  ,21-1720,"LARCENY OF AIRCRAFT,  OTHER VEHICLE, CONSTRUCTION EQUIP, OR FARM EQUIP",No Bias,Reporting Person,White,Male,44
-330009,9/4/2018,White,Male,33,90I  ,RUNAWA,RUNAWAY,No Bias,Suspect,White,Male,16
-330009,9/4/2018,White,Male,33,90I  ,RUNAWA,RUNAWAY,No Bias,Suspect,White,Male,17
-330009,9/4/2018,White,Male,33,90I  ,RUNAWA,RUNAWAY,No Bias,Suspect,White,Male,16
-330010,9/4/2018,White,Male,50,80N  ,PUBLICDOC,PUBLIC DOCUMENTATION,No Bias,Suspect,White,Female,17
-330010,9/4/2018,White,Male,50,80N  ,PUBLICDOC,PUBLIC DOCUMENTATION,No Bias,Victim,White,Male,64
-330010,9/4/2018,White,Male,50,80N  ,PUBLICDOC,PUBLIC DOCUMENTATION,No Bias,Victim,Unknown,Female,58
-330020,9/4/2018,White,Male,33,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Suspect,White,Male,47
-330020,9/4/2018,White,Male,33,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Victim,White,Male,33
-330020,9/4/2018,White,Male,33,90E  ,37-537.A8,PUBLIC DRUNK,No Bias,Victim,White,Male,33
-330020,9/4/2018,White,Male,33,90E  ,37-537.A8,PUBLIC DRUNK,No Bias,Suspect,White,Male,47
-330020,9/4/2018,White,Male,33,13B  ,21-649,ASSAULT AND BATTERY ON A POLICE OFFICER (SIMPLE ASSAULT),No Bias,Victim,White,Male,33
-330020,9/4/2018,White,Male,33,13B  ,21-649,ASSAULT AND BATTERY ON A POLICE OFFICER (SIMPLE ASSAULT),No Bias,Suspect,White,Male,47
-330021,9/5/2018,White,Male,36,35A  ,63-2.402.B.2,POSSESSION OF MARIJUANA,No Bias,Suspect,White,Male,20
-330021,9/5/2018,White,Male,36,35B  ,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,No Bias,Suspect,White,Male,20
-330021,9/5/2018,White,Male,36,90Z  ,21-540,OBSTRUCTING OFFICER,No Bias,Suspect,White,Male,20
-330021,9/5/2018,White,Male,36,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Male,20
-330022,9/5/2018,White,Male,50,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,White,Female,48
-330018,9/5/2018,White,Male,33,90D  ,47-11.902,DUI - LIQUOR OR DRUGS/APCV,No Bias,Suspect,White,Male,31
-330035,9/5/2018,White,Male,36,90Z  ,M15-702,INTER W/OFF PROC,No Bias,Suspect,White,Female,23
-330019,9/5/2018,White,Male,33,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Male,46
-330188,9/5/2018,White,Female,53,90Z  ,M3-303,ANIMALS THAT ARE NUISANCES,No Bias,Complainant,White,Female,43
-330188,9/5/2018,White,Female,53,90Z  ,M3-303,ANIMALS THAT ARE NUISANCES,No Bias,Suspect,White,Female,50
-330102,9/5/2018,White,Male,37,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,No Bias,Victim,White,Female,40
-330067,9/5/2018,Black,Male,29,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Female,49
-330090,9/5/2018,White,Male,37,88A  ,CWARR,WARRANT-COUNTY,No Bias,Witness,White,Female,20
-330090,9/5/2018,White,Male,37,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,White,Male,22
-330047,9/5/2018,White,Male,41,240,21-1720,LARCENY OF AUTO,No Bias,Victim,White,Male,46
-330047,9/5/2018,White,Male,41,240,21-1720,LARCENY OF AUTO,No Bias,Suspect,White,Male,
-330047,9/5/2018,White,Male,41,240,21-1720,LARCENY OF AUTO,No Bias,Suspect,Black,Male,
-330047,9/5/2018,White,Male,41,240,21-1720,LARCENY OF AUTO,No Bias,Suspect,White,Female,
-330038,9/5/2018,White,Male,33,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,21
-330031,9/5/2018,White,Male,45,26A  ,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Suspect,White,Male,
-330031,9/5/2018,White,Male,45,26A  ,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Victim,White,Male,21
-330050,9/5/2018,Black,Male,29,290,21-1680.2,DAMAGE/DESTROY ANIMAL FACILITY (DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY),No Bias,Victim,White,Male,31
-330027,9/5/2018,White,Female,50,13C  ,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),No Bias,Suspect,Unknown,Unknown,
-330027,9/5/2018,White,Female,50,13C  ,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),No Bias,Victim,Asian,Male,57
-330043,9/5/2018,Black,Male,40,90B  ,M15-410,TRUANCY,No Bias,Suspect,White,Male,16
-330066,9/5/2018,White,Male,44,240,21-1720,LARCENY OF AUTO,No Bias,Victim,White,Male,22
-330040,9/5/2018,White,Male,29,23H  ,21-1706,PETIT LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,45
-330051,9/5/2018,White,Male,32,23H  ,21-1701,LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Female,55
-330068,9/5/2018,White,Male,52,26A  ,21-1503,DEFRAUDING AN INNKEEPER (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Reporting Person,White,Female,62
-330068,9/5/2018,White,Male,52,26A  ,21-1503,DEFRAUDING AN INNKEEPER (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Suspect,White,Male,
-330068,9/5/2018,White,Male,52,26A  ,21-1503,DEFRAUDING AN INNKEEPER (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),No Bias,Suspect - Non IBR,Unknown,Unknown,42
-330048,9/5/2018,White,Male,32,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,65
-330037,9/5/2018,White,Female,50,13C  ,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),No Bias,Suspect,Unknown,Unknown,
-330037,9/5/2018,White,Female,50,13C  ,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),No Bias,Victim,White,Male,85
-330060,9/5/2018,White,Male,41,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Victim,White,Male,22
-330053,9/5/2018,White,Female,37,250,21-531,FALSIFY PUBLIC RECORD (COUNTERFEITING/FORGERY) ,No Bias,Suspect,Black,Female,24
-330053,9/5/2018,White,Female,37,250,21-531,FALSIFY PUBLIC RECORD (COUNTERFEITING/FORGERY) ,No Bias,Victim,Black,Female,54
-330052,9/5/2018,White,Male,29,86G  ,FOUNDPROP,FOUND PROPERTY,No Bias,Victim,Unknown,Male,
-330473,9/5/2018,White,Male,33,26E  ,21-1545,USING FALSE CHECK (WIRE FRAUD),No Bias,Reporting Person,Unknown,Female,42
-330473,9/5/2018,White,Male,33,26E  ,21-1545,USING FALSE CHECK (WIRE FRAUD),No Bias,Suspect,Other,Male,41
-330055,9/5/2018,White,Male,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Reporting Person,White,Female,39
-330055,9/5/2018,White,Male,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,14
-330079,9/5/2018,White,Male,29,90Z  ,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,No Bias,Suspect,White,Male,28
-330079,9/5/2018,White,Male,29,90Z  ,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,No Bias,Victim,White,Female,27
-330069,9/5/2018,White,Male,29,23H  ,21-1705,GRAND LARCENY (ALL OTHER LARCENY),No Bias,Victim,White,Male,14
-330056,9/5/2018,White,Male,29,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,59
-330071,9/5/2018,White,Male,52,13A  ,21-751,MAIMING,No Bias,Witness,White,Female,44
-330071,9/5/2018,White,Male,52,13A  ,21-751,MAIMING,No Bias,Victim,White,Male,41
-330071,9/5/2018,White,Male,52,13A  ,21-751,MAIMING,No Bias,Reporting Person,White,Male,52
-330071,9/5/2018,White,Male,52,13A  ,21-751,MAIMING,No Bias,Suspect,Unknown,Unknown,
-330065,9/5/2018,White,Male,29,86S  ,LOSTPROP,LOST PROPERTY,No Bias,Suspect,American Indian or Alaskan Native,Female,
-330065,9/5/2018,White,Male,29,86S  ,LOSTPROP,LOST PROPERTY,No Bias,Victim,White,Female,47
-330057,9/5/2018,White,Male,55,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,49
-330635,9/5/2018,White,Male,31,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,38
-330103,9/5/2018,White,Male,49,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Victim,White,Female,39
-330103,9/5/2018,White,Male,49,13B  ,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),No Bias,Suspect,White,Male,37
-330058,9/6/2018,White,Male,36,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,Unknown,Female,57
-330072,9/6/2018,White,Male,30,35A  ,63-2.402.B.1,POSSESSION OF CDS,No Bias,Suspect,White,Male,57
-330072,9/6/2018,White,Male,30,87F  ,47-6.303,DRIVING WITH LIC. CANCELED/SUSPENDED/REVOKED - DUS,No Bias,Suspect,White,Male,57
-330072,9/6/2018,White,Male,30,90Z  ,47-7.606,FAILURE TO MAINTAIN SECURITY / INSURANCE,No Bias,Suspect,White,Male,57
-330072,9/6/2018,White,Male,30,87F  ,47-1151,OPERATING VEHICLE WITHOUT PROPER TAG/DECAL,No Bias,Suspect,White,Male,57
-330073,9/6/2018,White,Male,36,86R  ,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",No Bias,Victim,White,Female,42
-330073,9/6/2018,White,Male,36,240,21-1787,LOITER/INJURE/MOLEST MOTOR VEHICLE - JOY RIDE (MOTOR VEHICLE THEFT),No Bias,Victim,White,Female,42
-330073,9/6/2018,White,Male,36,240,21-1787,LOITER/INJURE/MOLEST MOTOR VEHICLE - JOY RIDE (MOTOR VEHICLE THEFT),No Bias,Suspect,White,Male,18
-330073,9/6/2018,White,Male,36,86R  ,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",No Bias,Suspect,White,Male,18
-330073,9/6/2018,White,Male,36,240,21-1787,LOITER/INJURE/MOLEST MOTOR VEHICLE - JOY RIDE (MOTOR VEHICLE THEFT),No Bias,Suspect,White,Male,19
-330073,9/6/2018,White,Male,36,86R  ,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",No Bias,Suspect,White,Male,19
-330077,9/6/2018,White,Male,47,90E  ,M15-302,PUBLIC INTOX,No Bias,Suspect,White,Male,26
-330089,9/6/2018,White,Male,36,90E  ,M15-302,PUBLIC INTOX,No Bias,Suspect,White,Female,20
-330074,9/6/2018,White,Male,30,13A  ,21-644.D,DOMESTIC ABUSE WITH DANGEROUS WEAPON,No Bias,Other,American Indian or Alaskan Native,Female,28
-330074,9/6/2018,White,Male,30,13A  ,21-644.D,DOMESTIC ABUSE WITH DANGEROUS WEAPON,No Bias,Suspect,White,Male,32
-330074,9/6/2018,White,Male,30,13A  ,21-644.D,DOMESTIC ABUSE WITH DANGEROUS WEAPON,No Bias,Victim,American Indian or Alaskan Native,Male,32
-330074,9/6/2018,White,Male,30,13A  ,21-644.D,DOMESTIC ABUSE WITH DANGEROUS WEAPON,No Bias,Witness,American Indian or Alaskan Native,Female,29
-330059,9/6/2018,White,Male,31,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Male,35
-330104,9/6/2018,White,Male,41,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Male,46
-330104,9/6/2018,White,Male,41,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,White,Male,17
-330075,9/6/2018,White,Female,50,26C  ,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),No Bias,Victim,White,Female,45
-330116,9/6/2018,White,Male,41,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Male,38
-330116,9/6/2018,White,Male,41,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Victim,White,Female,38
-330086,9/6/2018,White,Male,49,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,49
-330106,9/6/2018,White,Male,42,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,13
-330106,9/6/2018,White,Male,42,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Witness,White,Female,
-330106,9/6/2018,White,Male,42,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Witness,White,Female,
-330088,9/6/2018,White,Male,33,23F  ,21-1435,BURGLARY FROM AUTO - SECOND DEGREE (THEFT FROM MOTOR VEHICLE),No Bias,Victim,Asian,Male,28
-330082,9/6/2018,White,Male,38,26A  ,21-1541.1,ATTEMPT / OBTAIN PROPERTY BY FALSE PRETENSE <$500,No Bias,Other,Unknown,Male,62
-330082,9/6/2018,White,Male,38,26A  ,21-1541.1,ATTEMPT / OBTAIN PROPERTY BY FALSE PRETENSE <$500,No Bias,Suspect,White,Male,38
-330082,9/6/2018,White,Male,38,26A  ,21-1541.1,ATTEMPT / OBTAIN PROPERTY BY FALSE PRETENSE <$500,No Bias,Other,White,Female,29
-330082,9/6/2018,White,Male,38,26A  ,21-1541.1,ATTEMPT / OBTAIN PROPERTY BY FALSE PRETENSE <$500,No Bias,Other,Black,Male,
-330087,9/6/2018,White,Male,38,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Female,29
-330082,9/6/2018,White,Male,38,26A  ,21-1541.1,ATTEMPT / OBTAIN PROPERTY BY FALSE PRETENSE <$500,No Bias,Other,Unknown,Male,27
-330081,9/6/2018,White,Male,38,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Female,26
-330085,9/6/2018,White,Male,38,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,18
-330084,9/6/2018,White,Male,47,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Victim,Unknown,Male,39
-330117,9/6/2018,White,Male,41,86P  ,UNATDTH,UNATTENDED / ATTENDED DEATH,No Bias,Victim,White,Male,92
-330117,9/6/2018,White,Male,41,86P  ,UNATDTH,UNATTENDED / ATTENDED DEATH,No Bias,Reporting Person,White,Female,71
-330244,9/6/2018,White,Male,29,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Victim,White,Male,67
-330244,9/6/2018,White,Male,29,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Suspect,White,Male,36
-330244,9/6/2018,White,Male,29,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Other,Unknown,Male,
-330244,9/6/2018,White,Male,29,26B  ,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,No Bias,Other,Unknown,Unknown,
-330097,9/6/2018,White,Male,48,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,Unknown,Male,60
-330118,9/6/2018,White,Male,29,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Other,Unknown,Unknown,
-330118,9/6/2018,White,Male,29,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Suspect,White,Female,63
-330118,9/6/2018,White,Male,29,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),No Bias,Victim,Black,Female,25
-330095,9/6/2018,White,Male,52,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Female,38
-330100,9/6/2018,White,Male,32,88B  ,MWARR,WARRANT-MUNICIPAL,No Bias,Suspect,White,Male,30
-330094,9/6/2018,White,Male,28,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,29
-330220,9/6/2018,White,Male,29,90E  ,M15-302,PUBLIC INTOX,No Bias,Suspect,White,Male,56
-330324,9/6/2018,White,Male,50,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Suspect,White,Female,21
-330324,9/6/2018,White,Male,50,220,21-1431,BURGLARY - FIRST DEGREE,No Bias,Victim,White,Male,27
-330153,9/6/2018,White,Male,37,86M  ,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,No Bias,Suspect,White,Male,29
-330119,9/6/2018,White,Male,33,83B  ,MISPER,MISSING PERSON,No Bias,Missing Person,White,Female,17
-330119,9/6/2018,White,Male,33,83B  ,MISPER,MISSING PERSON,No Bias,Reporting Person,White,Female,34
-330107,9/7/2018,Black,Male,34,90G  ,M15-303,ENTRY OF MINOR,No Bias,Suspect,White,Female,19
-330107,9/7/2018,Black,Male,34,90G  ,M15-303,ENTRY OF MINOR,No Bias,Suspect,White,Female,19
-330099,9/7/2018,White,Male,33,88C  ,OWARR,WARRANT-OTHER,No Bias,Suspect,White,Male,46
-330099,9/7/2018,White,Male,33,35A  ,M15-408,POSS/MARIJ,No Bias,Suspect,White,Male,46
-330099,9/7/2018,White,Male,33,35A  ,M15-408,POSS/MARIJ,No Bias,Suspect,White,Male,57
-330099,9/7/2018,White,Male,33,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,No Bias,Suspect,White,Male,57
-330099,9/7/2018,White,Male,33,88C  ,OWARR,WARRANT-OTHER,No Bias,Suspect,White,Male,57
-330099,9/7/2018,White,Male,33,35B  ,M15-413,POSSESSION OF DRUG PARAPHERNALIA,No Bias,Suspect,White,Male,46
-330221,9/7/2018,Black,Male,34,90G  ,M15-303,ENTRY OF MINOR,No Bias,Suspect,White,Female,21
-330098,9/7/2018,White,Male,30,90Z  ,M15-709,UNLAWFUL USE/DL,No Bias,Suspect,White,Female,20
-330101,9/7/2018,White,Male,30,90Z  ,M15-709,UNLAWFUL USE/DL,No Bias,Suspect,White,Male,20
-330223,9/7/2018,Black,Male,34,90G  ,M15-303,ENTRY OF MINOR,No Bias,Suspect,White,Male,20
-330120,9/7/2018,Black,Male,34,86S  ,OFINFO,OFFICERS INFORMATION,No Bias,Suspect,Asian,Male,23
-330093,9/7/2018,White,Male,49,90D  ,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),No Bias,Suspect,White,Male,34
-330634,9/7/2018,White,Male,31,88A  ,CWARR,WARRANT-COUNTY,No Bias,Suspect,Black,Male,26
-330109,9/7/2018,White,Male,35,290,DAMAGEDPROP,DAMAGED PROPERTY,No Bias,Witness,Black,Male,64
-330109,9/7/2018,White,Male,35,290,DAMAGEDPROP,DAMAGED PROPERTY,No Bias,Property Owner,Other,Female,56
-330109,9/7/2018,White,Male,35,120,21-799,ROBBERY SECOND DEGREE,No Bias,Witness,Black,Male,53
-330109,9/7/2018,White,Male,35,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Witness,Black,Male,53
-330109,9/7/2018,White,Male,35,290,DAMAGEDPROP,DAMAGED PROPERTY,No Bias,Witness,Black,Male,53
-330109,9/7/2018,White,Male,35,120,21-799,ROBBERY SECOND DEGREE,No Bias,Witness,White,Male,51
-330109,9/7/2018,White,Male,35,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Witness,White,Male,51
-330109,9/7/2018,White,Male,35,290,DAMAGEDPROP,DAMAGED PROPERTY,No Bias,Witness,White,Male,51
-330109,9/7/2018,White,Male,35,220,21-1435,BURGLARY - SECOND DEGREE (BURGLARY),No Bias,Property Owner,Other,Female,56
